Restitution,Etape,Principe,Paramètre ,Degré_Retenu_P,Sources,Justification_Degré_Retenu_P,Deal-Breaker,Commentaire,source_sheet,source_file,Source,Deal-Breaker (Oui/Non),Commentaires ,Paramètre
Angola - Etats-Unis,E3 ,transparence (P_T) ,1. modalités d'accès à l'information ,Degré 1,"(1) Conseil Fédéral. (2009, March 20). Angola, DDC et RUAG. Contrats d’aide humanitaire, quelle transparence? Avis du Conseil Fédéral. Parlament.ch; Assemblée Fédérale. https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20093261 ; (2) Agazzi, I. (2008, October 28). Contrat avec le fabricant d’armes RUAG critiqué. Letemps.ch; Le Temps SA. https://www.letemps.ch/suisse/contrat-fabricant-darmes-ruag-critique?srsltid=AfmBOorpvV_OtvufkRri8TQ9h50HYIbmkaeCfuYDmpJhwSd4hmLP6DYr ; (3) Etwareea, R. (2008, June 11). Ruag proche d’un contrat de déminage en Angola. Letemps.ch; Le Temps SA. https://www.letemps.ch/suisse/ruag-proche-dun-contrat-deminage-angola ; (4) Bradley, S. (2008, June 13). NGOs attack Angola demining deal. Www.swissinfo.ch; Swiss Info. https://www.swissinfo.ch/eng/swiss-politics/ngos-attack-angola-demining-deal/6727032","Le choix de sélectionner la société suisse RUAG pour le déminage a été effectué en 2008. Des informations sont disponibles en source ouverte, mais elles ne sont pas centralisées et ne sont pas systématiquement disponibles en portugais pour la population angolaise. On a accès a beaucoup d’informations sur les modalités du contrat avec RUAG, l’entité récipiendaire sélectionnée pour le programme de déminage humanitaire, notamment parce que celui-ci a beaucoup été critiqué. Cela démontre qu’une partie de l’information était accessible au public. On dispose notamment d’information sur la nature des contrats accordés à RUAG et sur les projets que cette entreprise va mettre en oeuvre (1). Cependant, très peut d’informations sont disponibles en ligne concernant les formations agricoles, le deuxième programme d’allocation du contrat. Il est donc difficile de savoir si les informations étaient effectivement accessibles à l’époque de la restitution. Une source du Temps précise que la formation professionnelle aurait fait l’objet d’appels d’offres (contrat avec fabricant d’armes) (2), alors qu’un article de Public Eye (3)  dénonce justement l’absence d’appels d’offres pour ce programme. Une annonce de presse de la Déclaration de Berne et Open Witness (4) dénoncent l’absence de transparence concernant la sélection des entités récipiendaires pour ce programme, donc nous retiendrons qu’elle s’est effectuée en totale opacité. Quand bien même des informations détaillées sont disponibles sur la sélection de RUAG, l’opacité de la sélection des entités pour le programme de formation agricole justifie que l’on retienne de degré 1.",,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E3 ,transparence (P_T) ,2. niveau de détail de l'information ,Degré 1,"(1) Conseil Fédéral. (2009, March 20). Angola, DDC et RUAG. Contrats d’aide humanitaire, quelle transparence? Avis du Conseil Fédéral. Parlament.ch; Assemblée Fédérale. https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20093261 ; (2) Etwareea, R. (2008, June 11). Ruag proche d’un contrat de déminage en Angola. Letemps.ch; Le Temps SA. https://www.letemps.ch/suisse/ruag-proche-dun-contrat-deminage-angola ; (3) Agazzi, I. (2008, October 28). Contrat avec le fabricant d’armes RUAG critiqué. Letemps.ch; Le Temps SA. https://www.letemps.ch/suisse/contrat-fabricant-darmes-ruag-critique?srsltid=AfmBOorpvV_OtvufkRri8TQ9h50HYIbmkaeCfuYDmpJhwSd4hmLP6DYr ; (4) Direction fédérale des affaires étrangères. (2026, March 17). Relations bilatérales Suisse-Angola. Eda.admin.ch; Direction fédérale des affaires étrangères. https://www.eda.admin.ch/countries/angola/fr/home/relations-bilaterales/bilaterale.html","Qu’une seule des conditions décrite est publiée : le nom des entités récipiendaires et le détail des projets. Certaines précision sont notamment apportées par le Conseil fédéral (1) concernant la sélection et les activités menées par RUAG dans le cadre du contrat : RUAG a signé un contrat général avec l'Angola qui englobe des actions qui n'ont aucun lien avec la restitution de fonds. Pour la restitution de fonds, des amendements à ce contrat ont été signés entre l'Angola et RUAG et vérifiés par la SGS, et ils concernent exclusivement le déminage. ; Ainsi, le contrat de RUAG qui concerne cette restitution est précisé : activités de formation, pièces de rechange et une réduction d'engins à un maximum de 8 (au lieu de 10). Elle sera chargée par contrat avec l'Angola de la livraison de 6 à maximum 8 engins de déminage ""MineWolf"", des pièces de rechange ainsi que des activités de formation. Les engins de déminage seront affectés à l'Institut national de déminage et mis à disposition des organisations nationales et internationales engagées dans les programmes de déminage, qui sont nécessaires car l’Angola est un pays est toujours très miné. ; Concernant l’avis d’experts sur les contrats, les deux contrats entre RUAG et l'Angola ont été soumis à la Société générale de surveillance à Genève (SGS) pour vérification des prix et des conditions contractuelles. Il est important de souligner qu’il existe deux contrats entre RUAG et le gouvernement angolais, tous deux signés à la même date, avant le 1er novembre 2005. Ils couvrent les mêmes objectifs mais à des prix différents. Une expertise a été mandatée par la DDC qui recommandent de refuser les deux contrats car elle achète du matériel de déminage à une entrepris ( MineWolf) en prenant une commission importante non justifiée, mais ses recommandations n’ont pas été retenues. La Confédération détient 100% des parts, encaissera une commission totalement injustifiée sur cette transaction. Concernant le projet de formation agriculture, on sait que les avoirs ont servi à financer des projets de grande ampleur dans le domaine de la formation (construction d’une école d’agriculture, assainissement d’un lycée technique), destinés à développer et à diversifier l’économie angolaise. (4) Cependant, cette source mise à jour en 2026 ne permet pas de vérifier que cette information était publiée entre 2005 et 2008, au moment ou ce projet aurait eu lieu. Bien que le projet de formation agriculture ne soit pas détaillé, les informations étendus a cessibles sur le contrat avec RUAG permet tout de même de remplir les conditions du degré 1.",,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E3 ,transparence (P_T) ,"3. temporalité, fréquence et actualisation des informations publiées",Degré 1,,"Les informations ne sont pas régulières et ne permettent pas le suivi de la prise de décision, les décisions clés sont publiées à postériori. Si des détails sont publiées, ce n’est qu’après que les contrats soient conclus, et uniquement suite aux pressions d'ONG.",,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E3 ,redevabilité (P_R),4. planification et formalisation du processus de restitution,Degré 1,"(1) Déclaration de Berne, & Global Witness. (2008, June 10). Complicité entre la DDC et RUAG. Cdn2.Globalwitness.org; Global Witness. https://cdn2.globalwitness.org/archive/files/library/microsoft_word_prfrt100608doc.pdf ; (2) Public Eye. (2008, October 23). Fonds détournés: rendre enfin justice à la population angolaise. Publiceye.ch; Public Eye. https://www.publiceye.ch/fr/coin-medias/communiques-de-presse/detail/fonds-detournes-rendre-enfin-justice-a-la-population-angolaise ; (3) Agazzi, I. (2008, October 28). Contrat avec le fabricant d’armes RUAG critiqué. Letemps.ch; Le Temps SA. https://www.letemps.ch/suisse/contrat-fabricant-darmes-ruag-critique?srsltid=AfmBOorpvV_OtvufkRri8TQ9h50HYIbmkaeCfuYDmpJhwSd4hmLP6DYr","L’opacité des procédure de sélection des entités récipiendaires a été critiquée par les ONG, et le manque d’appels d’offres également (1) (2). Quand bien même il semblerait que les Etats parties aient prévu de mettre un appel d’offres en place pour les deux programmes (3), les informations disponibles sur internet permettent de constater que cela n’a pas été le cas (2). ",,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E3 ,redevabilité (P_R),5. répartition des rôles ,Degré 2,"(1) Direction Fédérale des Affaires Étrangères. (2005, November 1). La Suisse et l’Angola signent un accord concernant la restitution des fonds provenant de la République d’Angola et actuellement bloqués en Suisse en vue de leur affectation à des projets humanitaires. Webrelief.int; Web Relief. https://reliefweb.int/report/angola/la-suisse-et-langola-signent-un-accord-concernant-la-restitution-des-fonds-provenant ; (2) Swiss Agency for Development and Cooperation. (2005, December 1). Bilateral agreement between Angola and Switzerland - Finalization of the implementation mechanisms. Reliefweb.int; ReliefWeb. https://reliefweb.int/report/angola/bilateral-agreement-between-angola-and-switzerland-finalization-implementation ; (3) Fenner Zinkernagel, G., & Attisso, K. (2013, October 23). Returning Stolen Assets - Learning from past practice. Basel Institute on Governance. https://baselgovernance.org/publications/returning-stolen-assets-learning-past-practice","Les responsables de la sélection des entités récipiendaires sont identifiés et les points de contact entre les acteurs également. Les accords dictent que les fonds devraient être utilisés pour bénéficier à la société angolaise (1), ce qui se fera à travers le Direction du Développement et de la Coopération (organe gouvernementale suisse). Une annonce de presse du 1er Novembre 2005 (1) précise que les parties assumeront conjointement la coordination du programme et désigneront à cette fin des représentants qui décideront de l'approbation des projets, de leur budget et de l'affectation des fonds servant à leur financement. Une réunion tenue le 30 novembre 2005 décide que la DDC sera en charge d’établir un secrétariat exécutif en charge de la gestion administrative et l’implémentation financière du programme. (2), et a désigné les représentants de chaque côté, responsables du programme. Le Bureau du secrétaire exécutif a été établit et sera chargé d'assurer le soutien et le suivi de la mise en œuvre du programme. Les fonds étaient tenus sur un compte de la Banque Nationale Suisse, et l’Angola était nommé comme le détenteur de ces fonds, mais seulement la SDC étaient autorisée à les débloquer ou retirer (3). Cependant, l’identité des membres responsables ne sont pas identifiés, seulement les fonctionnement général de la sélection des entités récipiendaires et l’allocation des fonds.",,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E3 ,redevabilité (P_R),6. responsabilité et recours ,Degré 1,,Aucun mécanisme de redevabilité spécifique n’est mis en place pour garantir une sélection des entités récipiendaires selon des critères objectifs. ,,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E3 ,inclusivité (P_I),7. capacité d'action,Degré 2,"Déclaration de Berne, & Global Witness. (2008, June 10). Complicité entre la DDC et RUAG. Cdn2.Globalwitness.org; Global Witness. https://cdn2.globalwitness.org/archive/files/library/microsoft_word_prfrt100608doc.pdf ; Public Eye. (2008, October 23). Fonds détournés: rendre enfin justice à la population angolaise. Publiceye.ch; Public Eye. https://www.publiceye.ch/fr/coin-medias/communiques-de-presse/detail/fonds-detournes-rendre-enfin-justice-a-la-population-angolaise","La société civile n’a accès qu’à une information limitée, et seulement après la prise de décisions. Cependant, force est de reconnaitre qu’elle était en mesure d’effectuer son travail de contrôle et de suivi de la sélection des entités récipiendaires, ayant critiqué le contrat avec RUAG dès sa conclusion, et avant que les opérations aient été mise en oeuvre. ",,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E3 ,inclusivité (P_I),8. modalités de participation ,Degré 0,"Public Eye. (2008, October 23). Fonds détournés: rendre enfin justice à la population angolaise. Publiceye.ch; Public Eye. https://www.publiceye.ch/fr/coin-medias/communiques-de-presse/detail/fonds-detournes-rendre-enfin-justice-a-la-population-angolaise","Il n’y a pas eu de processus de candidature, pour aucun des deux programmes d’allocation, ce qui a été critiqué par la société civile. ",,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E3 ,inclusivité (P_I),9. pertinence des entités récipiendaires sélectionnées,Degré 0,"(1) Conseil Fédéral. (2009, March 20). Angola, DDC et RUAG. Contrats d’aide humanitaire, quelle transparence? Avis du Conseil Fédéral. Parlament.ch; Assemblée Fédérale. https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20093261 ; (2) Etwareea, R. (2008, June 11). Ruag proche d’un contrat de déminage en Angola. Letemps.ch; Le Temps SA. https://www.letemps.ch/suisse/ruag-proche-dun-contrat-deminage-angola","Il y a eu une critique important de la sélection de l’entreprise RUAG par la société civile. Une expertise a été mandatée par la DDC recommandait de refuser les deux contrats car elle achète du matériel de déminage à une entrepris ( MineWolf) en prenant une commission importante non justifiée, a été ignorée par la DDC (1) . RUAG n’a d’ailleurs aucune expérience en déminage, et n’est donc absolument pas compétente pour mettre en oeuvre ce projet. (2) Par ailleurs, des intérêts nationaux se sont immiscés dans la restitution, qui a donc retenu que la population locale bénéficie d’une partie des fonds. En effet, la Confédération détient 100% des parts, encaissera une commission totalement injustifiée sur cette transaction (2) . ",,,Etape 3,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,
Angola - Etats-Unis,E4,transparence (P_T) ,,Degré 0,,"Il n’y a ni suivi, ni évaluation de la restitution. Aucune preuve accessible publiquement ne permet d’attester le contraire.",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,1. modalités d'accès à l'information 
Angola - Etats-Unis,E4,transparence (P_T) ,,Degré 0,,"Il n’y a ni suivi, ni évaluation de la restitution. Aucune preuve accessible publiquement ne permet d’attester le contraire.",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,2. niveau de détail de l'information 
Angola - Etats-Unis,E4,transparence (P_T) ,,Degré 0,,"Il n’y a ni suivi, ni évaluation de la restitution. Aucune preuve accessible publiquement ne permet d’attester le contraire.",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,"3. temporalité, fréquence et actualisation des informations publiées"
Angola - Etats-Unis,E4,redevabilité (P_R),,Degré 0,,"Il n’y a ni suivi, ni évaluation de la restitution. Aucune preuve accessible publiquement ne permet d’attester le contraire.",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,4. planification et formalisation du suivi et de l'évaluation interne
Angola - Etats-Unis,E4,redevabilité (P_R),,Degré 0,,"Il n’y a ni suivi, ni évaluation de la restitution. Aucune preuve accessible publiquement ne permet d’attester le contraire. La DDC aurait commandité deux audits externes (1), mais cela s’est produit avant la signature du contrat, et ne concerne donc pas le suivi et la mise en oeuvre des programmes d’allocation et l’utilisation des fonds par les entités récipiendaires. ",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,5. planification et formalisation du suivi et de l’évaluation externe
Angola - Etats-Unis,E4,redevabilité (P_R),,Degré 1,,Le suivi et la mise en oeuvre de l’évaluation relève exclusivement de la compétence du pays d’origine et d’accueil. ,,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,6. répartition des rôles 
Angola - Etats-Unis,E4,redevabilité (P_R),,Degré 1,"Enderlin, S. (2005, December 3). Projet suisse inédit en Angola. Letemps.ch; Le Temps SA. https://www.letemps.ch/monde/projet-suisse-inedit-angola?srsltid=AfmBOoqoFw_hHlWlUe-SDYUjXYrwMZCvkoiJ79mmJCaHeDvLzPHsYA6O","Il n’y a pas eu de suivi ni d’évaluation, d’après les informations disponibles sur internet. Par ailleurs, l’expertise mandatée par la DDC concernant les contrats avec RUAG a formulé des recommandations qui ont été ignorées. ",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,7. responsabilité et redevabilité 
Angola - Etats-Unis,E4,redevabilité (P_R),,Degré 0,"(1) Conseil Fédéral. (2009, March 20). Angola, DDC et RUAG. Contrats d’aide humanitaire, quelle transparence? Avis du Conseil Fédéral. Parlament.ch; Assemblée Fédérale. https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20093261 ; (2) Wälti, C. (2008, June 12). Angola: tirs croisés contre l’agence humanitaire suisse. Www.swissinfo.ch; Swiss Info. https://www.swissinfo.ch/fre/demographie/angola-tirs-crois","La suisse a expressément dit qu’elle n’était pas responsable de ou l’Angola restituerait les fonds, justifiant ainsi la sélection de RUAG (1). En effet, le porte de parole de la Ddc, Jean-Philippe Jutzi, aurait expressément déclaré que c’est à l’Angola «à qui appartient cet argent, donc la compétence exclusive de choisir leurs partenaires» (2).",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,8. responsabilité et recours 
Angola - Etats-Unis,E4,inclusivité (P_I),,Degré 0,,"La société civile n’a pas accès à l’information concernant la mise en oeuvre des programmes d’allocation par les entités récipiendaires. En effet, l’information est rendu disponible surtout après le début de la mise en œuvre, ce qui a restreint sa capacité à signaler des irrégularités en temps utile. Cependant, là ou les informations sur le contrat et la s""élection des entités récipiendaires était limitée mais existante, concernant la mise en oeuvre des programmes d’allocation, force est de constater, d’apr!s l’absence totale d’informations à ce sujet publiée, qu’elle s’est effectuée en totale opacité. Le degré retenu est donc 0.",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,9. capacité d'action
Angola - Etats-Unis,E4,inclusivité (P_I),,Degré 1,"(1) Déclaration de Berne, & Global Witness. (2008, June 10). Complicité entre la DDC et RUAG. Cdn2.Globalwitness.org; Global Witness. https://cdn2.globalwitness.org/archive/files/library/microsoft_word_prfrt100608doc.pdf ; (2) Wälti, C. (2008, June 12). Angola: tirs croisés contre l’agence humanitaire suisse. Www.swissinfo.ch; Swiss Info. https://www.swissinfo.ch/fre/demographie/angola-tirs-crois ; (3) Public Eye. (2008, October 23). Fonds détournés: rendre enfin justice à la population angolaise. Publiceye.ch; Public Eye. https://www.publiceye.ch/fr/coin-medias/communiques-de-presse/detail/fonds-detournes-rendre-enfin-justice-a-la-population-angolaise ; (4) Conseil Fédéral. (2009, March 20). Angola, DDC et RUAG. Contrats d’aide humanitaire, quelle transparence? Avis du Conseil Fédéral. Parlament.ch; Assemblée Fédérale. https://www.parlament.ch/fr/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20093261","Le processus de suivi est resté largement opaque pour la société civile. Les ONG ont dénoncé publiquement les irrégularités, mais sans mécanisme formel de traitement des réclamations pour y remédier en temps réel (1) (2) (3). Cependant, un avis du conseil fédéral du 13/05/2009 répondant à des réclamations de la par une députée écologiste, F. John-Calame (4), demandant des explications. Ainsi, la voix de la société civile a été d’une manière prise en compte par le Parlement suisse, permettant de retenir le degré 1. ",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,10. modalités de participation 
Angola - Etats-Unis,E4,inclusivité (P_I),,Degré 0,,"Il n’y a ni suivi, ni évaluation de la restitution. Aucune preuve accessible publiquement ne permet d’attester le contraire.",,,Etape 4,SANS déf_Angola_codification (V3 C) copy.xlsx,,,,11. critères de sélection 
