"Feuille_Excel","Numero_Feuille","Restitution","Etape","Principe","Paramètre ","Degré_Retenu_P","Sources","Justification_Degré_Retenu_P","Deal-Breaker","Commentaire","Degré 3 ","Degré 2 ","Degré 1 ","Degré 0","Source","Deal-Breaker (Oui/Non)","Commentaires ","Degré 3"," Degré 1","Paramètre","Degré 1"
"Etape 1","1","Restitution Syrie - France (2022)","E1","inclusivité (P_I)","11. critères de sélection ","Degré 2","(1) Cathala, G. (2026, February 10). Question écrite n° 10905 : Conditions de la restitution des biens mal acquis à la société civile syrienne. Questions.assemblee-Nationale.fr. https://questions.assemblee-nationale.fr/q17/17-10905QE.htm","On sait que des OSC sont associées aux négociations, car une réponse à une question écrite à l’assemblée nationale précise que “La France travaille de près avec les acteurs de la société civile syrienne et les ONG françaises”. Par contre, nous ne savons pas lesquelles ni comment elles ont été sélectionnées. Le degré 2 est ainsi retenu. Cependant, il convient de souligner qu’il est possible que la transparence soit nécéssaire pour la protection des OSC locales, en vu de la dimension politique de l’affaire. ","","","La sélection des OSC associées aux négociations s'effectue (cumulativement): a) par les autorités du pays d'accueil et d'origine. b) de manière transparente. c) en associant une ou plusieurs OSC aux négociations. d) en accord avec les meilleures pratiques de sélection d'acteurs issus de la société civile.","Les OSC auditionnées lors des négociations sont: a) sélectionnées à la totale discrétion des pays d'accueil et d'origine (sélection des OSC de leur choix). b) sélectionnées sans aucune ou peu de transparence quant aux critères pris en compte.","Les OSC ne sont ni consultées, ni intégrées au processus de négociation. Ce degré est également retenu dans le cas où aucun document accessible ne permet de confirmer ou de vérifier l'audition des OSC dans l'objectif de les inclure aux négociations des accords de restitution.","Ce degré est retenu si les fonds n’ont pas vocation à être restitués au bénéfice de la population affectée : elle n’est pas considérée du tout pendant les négociations. ","","","","","","",""
"=== DEBUT FEUILLE: Etape 2 ===","---","---","---","---","---","---","","---","","","---","---","---","---","---","---","---","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","transparence (P_T) ","1. modalités d'accès à l'information ","","","","","","Les informations relatives aux besoins identifiés de la population et priorités définies ; à la structure de gouvernance mise en place (ou responsables de la gestion et de l’allocation fonds) ; ainsi que des programmes à travers lesquels les fonds restitués seront attribués sont (cumulativement) a) publiées en source ouverte. b) publiées de manière centralisée, sur un site ou une page web dédiée. c) accessibles par défaut depuis le pays d'origine et le pays d'acceuil, dans leurs langues respectives.","Les informations relatives aux besoins identifiés de la population et priorités définies ; à la structure de gouvernance mise en place (ou responsables de la gestion et de l’allocation fonds) ;  ainsi que des programmes à travers lesquels les fonds restitués seront attribués, correspondent à un ou plusieurs des critères suivants : a) elles ne sont pas publiées en source ouverte (ou il faut un code d'accès, une inscription pour les obtenir). b) elles ne sont pas centralisés. c) ne sont pas accessibles dans la langue du pays d'accueil / d'origine.","Seules les parties prenantes ont accès à l'information détaillée concernant la structure de gouvernance, ainsi que des programmes à travers lesquels les fonds restitués seront attribués. En règle générale, les informations publiées sur la forme que prendra la restitution des fonds sont limitées aux conditions générales de l’accord de restitution. ","Aucune information n'est publiée.","","","","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","transparence (P_T) ","2. niveau de détail de l'information ","","","","","","Sont publiées en ligne (ces conditions sont cumulatives) : a) toutes les informations et la documentation concernant la structure de gouvernance (ou responsables de la gestion et de l’allocation fonds). b) toutes les informations concernant les programmes d’allocation des fonds, ainsi que le budget alloué à chaque programme. c) toutes les informations sur les besoins de la population et les priorités identifiées. Chacune de ces décisions est justifiée.","Les informations publiées concernant la structure de gouvernance (ou responsables de la gestion et de l’allocation fonds), les programmes d’allocation des fonds et les priorités identifiées : a) ne sont que brièvement présentées dans les publications officielles. b) ne sont pas détaillées. c) les décisions ne sont pas justifiées.","N'est disponible sur internet que le nom de la structure de gouvernance (ou responsables de la gestion et de l’allocation fonds), des programmes récipiendaires, et des priorités identifiées : a) sans aucun détail sur leur rôle, fonctionnement. b) sans les étapes et modalités de mise en œuvre. c) sans aucune explication sur les choix effectués. ","Les conditions d’attribution des fonds et les responsables de leur gestion ne font l’objet d’aucune publication.","","On ne peut pas savoir quelles informations étaient effectivement accessible au moment de la sélection. Dans ce cas, retenir le degré du dessous.","","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","transparence (P_T) ","3. délai de fréquence de publication","","","","","","Les publications sont effectuées (cumulativement) : a) en temps et en heure. b) tout au long du processus de sélection.","Ces informations sont publiées tardivement ou aléatoirement au cours du processus de sélection, ce qui ne permet pas à la société civile d'avoir accès aux informations en temps et en heure.","Les informations ne sont publiées qu'au commencement de la mise en œuvre.","Il n'y a aucune publication sur les responsables de la gestion des fonds, les modalités et les objectifs. ","","Seules des informations générales sont publiées en temps et en heure, mais la société civile n’est pas tenue au courant des choix effectués pendant le processus, retenir le degré 2. ","","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","redevabilité (P_R)","4. planification et formalisation du processus de restitution","","","","","","La sélection programmes d’allocation s'effectue dans le respect des conditions (cumulatives) suivantes : a) à la suite de l’organisation d’une consultation publique permettant d’identifier les besoins et attentes des populations affectées. b) cette consultation est organisée conformément aux meilleures pratiques. c) la société civile a la possibilité, à l'occasion de cette consultation, de soumettre des propositions, qui sont prises en compte et discutées à l'issue de la consultation.","La sélection des programmes d’allocation s'effectue dans une des conditions suivantes : a) par le pays d’origine, en concertation avec le pays d’accueil, de manière discrétionnaire. b) sans que les critères de sélection soient rendus publics. c) la société civile peut être incluse dans la sélection des programmes ou projets, mais sans que ses propositions aient une influence concrète.","La sélection attribution des programmes d’allocation : a) n’est pas formalisée dans le cadre d’une procédure. b) se fait de manière totalement discrétionnaire par le pays d'origine et le pays d'accueil. c) n'inclut pas la société civile dans la procédure.","Le pays d’origine des avoirs choisit les programmes d’allocation de façon totalement discrétionnaire. OU Aucune information sur la sélection des programmes d’allocation n'est disponible.","","","","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","redevabilité (P_R)","5. répartition des rôles de la structure de gouvernance ou des responsables de la gouvernance des fonds ","","","","","","Les acteurs intervenant dans la gouvernance des fonds : a) sont clairement identifiés. b) leur rôle et responsabilités sont définis.","Les acteurs intervenant dans gouvernance des fonds : a) sont clairement identifiés. b) leur rôles et responsabilités ne sont pas bien définis.","Seules les autorités principales sont identidifées comme acteur intervenant dans la gouvernance des fonds. ","Aucune information sur les rôles et responsabilités des acteurs intervenant dans la gouvernance des fonds n'est disponible.","","","","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","redevabilité (P_R)","6. compétence et indépendance des responsables de la gouvernance des fonds","","","","","","Les acteurs chargés de la gouvernance des fonds sont : a) compétents. b) indépendants. c) impartiaux. d) sélectionnés à la suite d’un appel d’offres. e) le choix de leur sélection est motivé.","Les acteurs chargés de la gouvernance des fonds sont sélectionnés de manière discrétionnaire par le pays d’accueil ou d’origine. Cependant : a) ils sont indépendants b) ils sont compétents. c) les critères pris en compte dans leur sélection et les décisions prises sont justifiés. ","Les acteurs chargés de la gouvernance des fonds sont sélectionnés à la discrétion du pays d’origine et du pays d’accueil des avoirs, les critères pris en compte dans leur sélection ainsi que les décisions prises ne sont pas justifiés. Leur indépendance et compétence n’est pas garantie explicitement. ","Aucune information n’est publiée sur les acteurs chargés de la gouvernance des fonds. ","","","","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","inclusivité (P_I)","7. capacité d'action","","","","","","Une consultation publique est organisée incluant la société civile et le grand public dans l’objectif de déterminer les besoins et attentes des populations affectées. Elle est organisée selon l’ensemble des conditions suivantes : a) à la suite d’un appel d’offres. b) elle a lieu avant la sélection programmes mis en place pour l’allocation des fonds. c) elle est ouverte à la société civile du pays d'origine et d'accueil. d) la société civile peut soumettre des propositions quant à l’affectation des fonds restitués. e) elle est organisée suffisamment en amont pour permettre à la société civile de soumettre ses propositions. f) le public consulté a accès à la documentation nécéssaire pour soumettre des propositions. ","Ce degré est rempli dans ces deux situations (non cumulatives) : 1. Une consultation publique est organisée incluant la société civile dans l’objectif de déterminer les besoins et attentes des populations affectées. Cette consultation respecte les critères suivants a) existence d’un appel d’offres b) ouverture à la société civile du pays d'origine et d'accueil. c) possibilité pour la société civile de soumettre des propositions quant à l’affectation des fonds restitués. 2. Aucune consultation publique n’est organisée, mais la société civile est consultée dans l’objectif de déterminer les besoins et attentes des populations affectées. Cette consultation respecte les critères suivants a) existence d’un appel d’offres b) ouverture à la société civile du pays d'origine et d'accueil. c) possibilité pour la société civile de soumettre des propositions quant à l’affectation des fonds restitués.","Aucune consultation publique n’est organisée. L’association des OSC se limite à l’audition de certaines OSC sélectionnées à la discrétion du pays d’origine et du pays d’accueil des avoirs.","Ni la société civile, ni le grand public ne sont consultés pour pour déterminer les besoins et attentes des populations, ni pour la sélection des programmes d’allocation. Ce degré est également rempli si aucune information n'est disponible à ce sujet.","","","","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","inclusivité (P_I)","8. modalités de participation ","","","","","","Les OSC sont incluses dans la structure de gouvernance, ou dans la gouvernance des fonds. Elles sont sélectionnées à la suite d'un appel d'offres qui répond aux meilleures pratiques (candidatures ouvertes, dépôt de candidature en ligne, critères de sélection clairs). Elles sont indépendantes et compétentes. ","Les sont OSC incluses dans la structure de gouvernance ou dans la gouvernance des fonds, mais elles ne sont pas sélectionnées à la suite d'un appel d’offres. Elles sont compétentes et indépendantes. ","Les OSC incluses dans la structure de gouvernance, ou dans la gouvernance des fonds, sont sélectionnées à la discrétion du pays d’origine et du pays d’accueil des avoirs, sans aucune transparence sur les critères pris en compte dans leur sélection. ","Ce degré est rempli si (non cumulatif) : a) Les OSC ne sont pas incluses du tout dans la structure de gouvernance, ni dans la gouvernance des fonds. Elles ne sont pas consultées dans la gestion et l’allocation des fonds. b) Ce degré est également rempli si aucune transparence n'existe sur l'association des OSC dans la gestion et l’allocation des fonds. ","","","","","","",""
"Etape 2","2","Restitution Syrie - France (2022)","E2","inclusivité (P_I)","9. sélection des objectifs priorisés et mise en œuvre des programmes d’allocation","","","","","","Les programmes d’allocation et priorités identifiées répondent à un réel besoin de la population, et ont clairement pour objectif de bénéficier à la population. Les programmes sélectionnés pour allouer les fonds restitués sont structurés de manière à être le plus inclusifs possible, en s'adaptant à la population ou aux entités visées.","Les programmes d’allocation et les priorités identifiées répondent à un besoin de la population, bien identifié. Cependant, aucun d’effort spécifique n’est mis en place pour qu’ils soient les plus inclusifs et adaptés possible.","Les programmes d’allocation sélectionnés ne répondent pas aux besoins urgents exprimés ou constatés chez les populations concernées. Ce degré également retenu si les choix des programmes d’allocation ne sont pas justifiés. ","Aucune information n'est publiée à ce sujet. Ce degré est également retenu si aucun des documents accessibles ne mentionne l'objectif que la population bénéficie des fonds restitués.","","","","","","",""
"=== DEBUT FEUILLE: Etape 3 ===","---","---","---","---","---","---","---","---","---","---","","---","","---","","","","---","---","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3 ","transparence (P_T) ","1. modalités d'accès à l'information ","","","","","","","Les informations concernant la sélection des entités récipiendaires, l'allocation et le décaissement des fonds restitués, sont publiées en source ouverte mais elles sont (non cumulatif) : a) pas centralisées. b) pas accessibles dans la langue du pays d'accueil / d'origine.","","La sélection des entités récipiendaires, l'allocation des fonds restitués et leur décaissement se font de manière totalement discrétionnaire et aucune information n’est publiée à ce sujet. ","","","","Les informations concernant la sélection des entités récipiendaires, l'allocation et le décaissement des fonds restitués respecte l'entièreté des critères suivants : a) sont publiées en source ouverte. b) sont publiées de manière centralisée, sur un site ou une page web dédiée. c) sont accessibles par défaut depuis le pays d'origine et le pays d'accueil, dans leurs langues.","Au moins une des situations suivantes est rencontrée concernant la sélection des entités récipiendaires, l'allocation et le décaissement des fonds restitués : a) l’accès à une partie importante des informations est restreint aux parties prenantes uniquement. b) seules des informations générales sont publiées, de manière non centralisées et irrégulières. c) les informations ne sont pas publiée en source ouverte (il faut un code d'accès, une inscription pour les obtenir).","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3 ","transparence (P_T) ","2. niveau de détail de l'information ","","","","","","","Au moins deux des informations et documentations suivantes sont publiées : a) les informations concernant la procédure d’appel d’offres et d’attribution. b) l'identité des entités sélectionnées et les détails sur les projets bénéficiaires. c) les décisions d'attribution détaillant les raisons pour lesquelles les offres retenues ont été considérées comme étant les meilleures. d) les contrats résultant de la procédure d'appel d'offres.","","Aucune information concernant la sélection des entités récipiendaires, l'allocation des fonds restitués et leur décaissement n'est publiée.","","","","L'ensemble des informations et documentations suivantes sont publiés : a) les informations et la documentation concernant la procédure d’appel d’offres et d’attribution. b) l'identité des entités sélectionnées et les détails sur les projets bénéficiaires. c) les décisions d'attribution (raisons pour lesquelles les offres retenues ont été considérées comme étant les meilleures). d) les contrats résultant de la procédure d'appel d'offres.","Au moins une des informations et documentations suivantes est publiée : : a) les informations concernant la procédure d’appel d’offres et d’attribution. b) l'identité des entités sélectionnées et les détails sur les projets bénéficiaires. c) les décisions d'attribution détaillant les raisons pour lesquelles les offres retenues ont été considérées comme étant les meilleures. d) les contrats résultant de la procédure d'appel d'offres.","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3","transparence (P_T) ","3. temporalité, fréquence et actualisation des informations publiées","","","","","","","La publication des informations concernant le décaissement et l'allocation des fonds restitués s'effectue selon l'une des modalités suivantes: a) elle ne s'effectue pas tout au long du processus de sélection des entités récipiendaires. b) elle ne s'effectue pas tout au long de la mise en œuvre des programmes d’allocation.","","Aucune information n'est publiée.","","","","Les informations concernant la sélection des entités récipiendaires, l'allocation des fonds restitués et leur décaissement sont publiées (cumulativement): a) tout au long du processus de sélection des entités récipiendaires. b) tout au long de la mise en œuvre des programmes d’allocation.","Seule l'identité des entités récipiendaires des fonds est divulguée.","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3","redevabilité (P_R)","4. planification et formalisation du processus de restitution","","","","","","","La sélection des entités récipiendaires s'effectue à la suite d'un appel d'offre, mais qui ne répond pas à l'entièreté des conditions suivantes: a) il présente des garanties une réelle mise en concurrence entre les candidats b) qui sont exécutés en accord avec les meilleures pratiques en matière de passation des marchés publics c) qui sont ouverts assez longtemps pour permettre aux populations et OSC concernées de monter leur dossier.","","Aucune information n'est publiée.","","","","Les trois éléments sont réunis concernant la sélection des entités récipiendaires des fonds: a) elle s'effectue à la suite d'un appel l'offre qui garanti une réelle mise en concurrence entre les candidats. b) les appels d'offres sont exécutés en accord avec les meilleures pratiques en matière de passation des marchés publics. c) les appels d'offres sont ouverts assez longtemps pour permettre aux populations et OSC concernées de monter leur dossier.","Les deux conditions sont remplies, cumulativement: a) L’allocation des fonds aux entités récipiendaires n’est pas formalisée dans le cadre d’un programme spécifique. b) Le pays d’origine (avec ou non le pays d’accueil) des avoirs choisit les entités récipiendaires de façon totalement discrétionnaire.","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3","redevabilité (P_R)","5. répartition des rôles ","","","","","","","Ne sont uniquement identifiés que les acteurs principaux intervenant dans l’attribution des fonds (autorités étatiques) et dans la sélection des entités récipiendaires. Leurs rôles et responsabilités dans l'utilisation des fonds sont également identifiés.","","Les rôles et responsabilités à l’égard de l’allocation des fonds aux entités récipiendaires ne sont pas définis.","","","","Les trois conditions suivantes sont cumulativement remplies : a) sont identifiées, au sein du pays d’origine et du pays d’accueil, les autorités responsables de la sélection des entités récipiendaires b) sont identifiées, au sein du pays d’origine et du pays d’accueil, les autorités responsables du décaissement des fonds. c) Des points de contact sont désignés auprès de ces différents acteurs.","Les acteurs principaux intervenant dans l’attribution des fonds (autorités étatiques) et la mise en œuvre des projets financés (entités récipiendaires) sont identifiés, mais leur rôle et responsabilités dans l'utilisation des fonds sont vagues ou imprécis.","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3","redevabilité (P_R)","6. responsabilité et recours ","","","","","","","Le degré correspond à un des deux cas suivants : a) Le mécanisme de redevabilité spécifique mis en place pour garantir une sélection des entités récipiendaires ne contient pas de critères objectifs. b) Il n'y a pas de mécanisme de redevabilité spécifique mis en place mais des garanties sont mises en place qui prennent une autre forme que les recours.","","Une clause exclut expressément la responsabilité d’un ou des États parties en cas d’irrégularité.","","","","Les deux conditions suivantes sont réunies dans la sélection des entités récipiendaires : a) les parties prenantes ont la possibilité de former un recours en cas d’irrégularité dans la mise en œuvre des programmes d’allocation des fonds, notamment dans le cadre des appels d’offres des entités récipiendaires. b) tout recours entraîne l'arrêt immédiat des transferts, jusqu'à contrôle et résolution.","Aucun mécanisme de redevabilité spécifique n’est mis en place pour garantir une sélection des entités récipiendaires selon des critères objectifs.","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3","inclusivité (P_I)","7. capacité d'action","","","","","","","La société civile et le grand public ont accès à une information avant la mise en oeuvre des projets (en temps réel, pendant la sélection des entités récipiendaires et l'allocation des fonds), mais elle est limitée, ce qui peut contraindre leur capacité à soulever d’éventuelles irrégularités.","","Aucune information n'est publiée concernant l’allocation des fonds, afin de pouvoir effectuer un contrôle et signaler toute irrégularité potentielle.","","","","La société civile et le grand public ont accès à toutes les informations et la documentation concernant l’allocation des fonds, afin de pouvoir effectuer un contrôle et signaler toute irrégularité potentielle.","La société civile et le grand public n’ont accès qu’à une information très limitée et seulement après le début de la mise en œuvre des projets, ce qui ne leur permet pas de soulever d’éventuelles irrégularités en temps utile pour y remédier.","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3","inclusivité (P_I)","8. modalités de participation ","","","","","","","Le processus de candidature est imparfait. Il ne correspond pas à l’entièreté des conditions suivantes : a) inclusif, donc ouvert aux petites et grosses OSC et les modalités de participation sont adaptées aux populations précaires. b) local, donc les candidatures sont effectivement ouvertes aux populations et OSC locales. c) rendu accessible, donc adapté aux réalités pratiques des populations bénéficiaires (extension des temps de candidature, modalités de participation claires et définies, ...). ","","Aucune information n'est disponible à ce sujet. Ce degré est également rempli s’il n'y a pas de processus de candidature pour les entités récipiendaires.","","","","Le processus de candidature aux différents programmes d’allocation des fonds est : a) inclusif, donc ouvert aux petites et grosses OSC et les modalités de participation sont adaptées aux populations précaires. b) local, donc les candidatures sont effectivement ouvertes aux populations et OSC locales. c) rendu accessible, donc adapté aux réalités pratiques des populations bénéficiaires (extension des temps de candidature, modalités de participation claires et définies, ...).","Le processus de candidature a) est local, donc ouvert aux populations et OSC locales. b) n'est pas accessible, les réalités pratiques de la population ne sont pas du tout prises en compte. c) n’est pas inclusif, aucune mesure spécifique vise à inclure petites et grandes OSC. ","",""
"Etape 3","3","Restitution Syrie - France (2022)","E3","inclusivité (P_I)","9. pertinence des entités récipiendaires sélectionnées","","","","","","","Les entités sélectionnées ne sont pas forcément variées (de diverses missions, budget, taille), mais elles sont issues de la société civile de la population affectée et elles répondent effectivement aux besoins de la population affectée.","","Aucune information n'est disponible à ce sujet. Ce degré est également rempli si aucune information ne montre ni ne prouve que la sélection des entités récipiendaires permet de répondre à un besoin identifié de la population affectée.","","","","Les entités effectivement sélectionnées : a) sont locales. b) sont variées (de diverses missions, budget, taille). c) répondent effectivement aux besoins de la population identifiés.","Les entités sélectionnées ne sont ni locales, ni variées (de diverses missions, budget, taille). Cependant, elles font un travail qui répond effectivement à un besoin identifié de la population affectée.","",""
"=== DEBUT FEUILLE: Etape 4 ===","---","---","---","---","","---","---","---","---","---","","---","","---","","","","---","","---","---"
"Etape 4","4","Restitution Syrie - France (2022)","E4","transparence (P_T) ","","","","","","","","La publication de la documentation relative au suivi et à l’évaluation de la mise en œuvre des programmes d’allocation, ne répond pas à l’ensemble des critères suivants : a) les informations sont publiées en source ouverte. b) les informations sur publiées de manière centralisée, sur un site ou une page web dédiée. c) les informations publiées sont accessibles par défaut depuis le pays d'origine et le pays d'accueil, dans leurs langues.","","Il n’y a ni un suivi, ni une évaluation de la mise en œuvre des programmes d’allocation. ","","","","La publication de la documentation relative au suivi et à l’évaluation de la mise en œuvre des programmes d’allocation répond à l’ensemble des critères suivants : a) les informations sont publiées en source ouverte. b) les informations sont publiées de manière centralisée, sur un site ou une page web dédiée. c) les informations publiées sont accessibles par défaut depuis le pays d'origine et le pays d'accueil, dans leurs langues.","","1. modalités d'accès à l'information ","L’accès à l’ensemble des informations est restreint aux parties prenantes uniquement."
"Etape 4","4","Restitution Syrie - France (2022)","E4","transparence (P_T) ","","","","","","","","L’ensemble de la documentation relative au transfert et à la gestion des fonds restitués est publié, à l’exception d’une ou deux des documentations suivantes : a) des communiqués de presse ou autres publications similaires, par les autorités du pays d’origine et du pays d’accueil publient. b) la documentation relative aux modalités de suivi et d’évaluation (y compris les modalités de sélection des moniteurs et évaluateurs). c) les rapports de suivi et d’évaluation intermédiaires et finaux. e) Réunions du conseil d'administration et ses conclusions (s’il y en a). ","","Aucune documentation relative au suivi et à l’évaluation de la mise en œuvre des programmes d’allocation n'est publiée. Ce degré est également retenu s’il n’y a pas de suivi ni d’évaluation. ","","","","L'ensemble des documentations suivantes sont publiées : a) des communiqués de presse ou autres publications similaires, par les autorités du pays d’origine et du pays d’accueil. b) l’ensemble de la documentation relative au transfert et à la gestion des fonds restitués. c) la documentation relative aux modalités de suivi et d’évaluation (y compris les modalités de sélection des moniteurs et évaluateurs). d) l'entièreté des rapports de suivi et d’évaluation intermédiaires et finaux. e) Réunions du conseil d'administration et ses conclusions (s’il y en a).","","2. niveau de détail de l'information ","Seule la documentation relative au transfert et à la gestion des fonds restitués est publiée. Ce degré peut également être retenu si les publications sont manifestement insuffisantes, ou si la majorité des documents de suivi et d’évaluation sont restreinte aux parties prenantes.  "
"Etape 4","4","Restitution Syrie - France (2022)","E4","transparence (P_T) ","","","","","","","","Les informations et documentations sont publiées de manière irrégulière et aléatoire au long du processus de restitution.","","Aucune documentation relative au suivi et à l’évaluation des résultats de la mise en œuvre des programmes d’allocation n'est publiée. Ce degré est également retenu s’il n’y a pas de suivi ni d’évaluation. ","","","","Les informations et documentations sont publiées a) sans délai. b) tout au long de la mise en œuvre des programmes d’allocation.","","3. temporalité, fréquence et actualisation des informations publiées","Les informations et la documentation sont publiées à la fin du processus de restitution."
"Etape 4","4","Restitution Syrie - France (2022)","E4","redevabilité (P_R)","","","","","","","","Un processus de suivi et d'évaluation interne est mis en œuvre par les autorités du pays d’origine et du pays d’accueil, qui respecte au moins une des conditions suivantes : a) est impartial et indépendant. b) est organisé conformément aux meilleures pratiques en matière de suivi et d'évaluation (évaluation à la fois qualitative et quantitative). c) donne lieu à la publication de rapports de suivi et d’évaluation intermédiaires et finaux. d) cette publication suit un calendrier déterminé à l’avance en fonction de la durée de mise en œuvre des programmes d’allocation.","","Aucune information n’est publiée au sujet du processus de suivi et d’évaluation interne. Ce degré est également retenu s’il n’y a pas de suivi ni d’évaluation. ","","","","Un processus de suivi et d'évaluation interne est mis en place par les autorités du pays d’origine et du pays d’accueil qui respecte toutes les conditions suivantes : a) il est impartial et indépendant. b) il est organisé conformément aux meilleures pratiques en matière de suivi et d'évaluation (évaluation à la fois qualitative et quantitative). c) il donne lieu à la publication de rapports de suivi et d’évaluation intermédiaires et finaux. d) cette publication suit un calendrier déterminé à l’avance en fonction de la durée de mise en œuvre des programmes d’allocation.","","4. planification et formalisation du suivi et de l'évaluation interne","Le suivi et l'évaluation interne s'effectuent dans les conditions suivantes: a) les autorités du pays d’origine et du pays d’accueil déterminent des modalités de suivi et d’évaluation. b) les modalités de suivi et d’évaluation ne font l’objet d’aucune publication."
"Etape 4","4","Restitution Syrie - France (2022)","E4","redevabilité (P_R)","","","","","","","","Un processus de suivi et d'évaluation externe est mis en oeuvre par les autorités du pays d’origine et du pays d’accueil, qui respecte au moins une des conditions suivantes : a) est impartial et indépendant. b) est organisé conformément aux meilleures pratiques en matière de suivi et d'évaluation (évaluation à la fois qualitative et quantitative). c) il donne lieu à la publication de rapports de suivi et d’évaluation intermédiaires et finaux. d) cette publication suit un calendrier déterminé à l’avance en fonction de la durée de mise en œuvre des programmes d’allocation.","","Aucune information n’est publiée au sujet du processus de suivi et d’évaluation externe. Ce degré est également retenu s’il n’y a pas de suivi ni d’évaluation. ","","","","Un processus de suivi et d'évaluation externe est mis en œuvre par les autorités du pays d’origine et du pays d’accueil, qui respecte toutes les conditions suivantes : a) il est impartial et indépendant. b) il est organisé conformément aux meilleures pratiques en matière de suivi et d'évaluation (évaluation qualitative et quantitative). c) il donne lieu à la publication de rapports de suivi et d’évaluation intermédiaires et finaux. d) cette publication suit un calendrier déterminé à l’avance en fonction de la durée de mise en œuvre des programmes d’allocation.","","5. planification et formalisation du suivi et de l’évaluation externe","Le suivi et l'évaluation externe s'effectuent dans les conditions suivantes : a) les autorités du pays d’origine et du pays d’accueil déterminent des modalités de suivi et d’évaluation. b) les modalités de suivi et d’évaluation ne font l’objet d’aucune publication."
"Etape 4","4","Restitution Syrie - France (2022)","E4","redevabilité (P_R)","","","","","","","","Le degré est appliqué si une ou plusieurs des conditions suivantes sont remplies : a) les moniteurs et les évaluateurs sont sélectionnés à la discrétion des autorités du pays d’origine et du pays d’accueil. b) les moniteurs et les évaluateurs ont uniquement l’obligation de préparer un rapport final. c) les rapports finaux préparés par les moniteurs et les évaluateurs ne sont accessible qu’aux autorités du pays d’origine et du pays d’accueil. d) un ou plusieurs rapports de suivi et d’évaluation ne sont pas publiés.","","Aucune information n’est publiée au sujet du processus de suivi et d’évaluation interne ou externe. Ce degré est également retenu s’il n’y a pas de suivi ni d’évaluation. ","","","","La sélection des moniteurs et évaluateurs s’effectue conformément à l'ensemble des modalités suivantes : a) selon des critères permettant d’assurer leur impartialité et leur indépendance. b) selon des critères permettant d'assurer la qualité et la fiabilité de leurs travaux. c) à la suite de l’organisation d’appels d’offres. d) présentant les garanties d’une réelle mise en concurrence. e) en accord avec les meilleures pratiques en matière de passation des marchés publics.","","6. répartition des rôles ","Relève exclusivement de la compétence des autorités du pays d’origine (cumulatif) : a) le suivi de la mise en œuvre des programmes d’allocation. b) l’évaluation du processus de restitution."
"Etape 4","4","Restitution Syrie - France (2022)","E4","redevabilité (P_R)","","","","","","","","Toutes les parties prenantes ne sont pas forcément redevables, les conditions suivantes ne sont que partiellement respectées. a) les moniteurs et évaluateurs sont redevables (code de conduite, contrat, ...). b) un système de contrepoids est mis en place (multiples moniteurs). c) les employés / bénévoles travaillant sur la mise en place des programmes sont redevables (existence d'un code de conduite, formations, ...). c) les entités récipiendaires des fonds sont soumises à des sanctions précises et définies en cas d’irrégularités dans la mise en œuvre des projets constatées par les moniteurs (e.g. suspension du financement, remboursement de tout ou partie des fonds en cas de détournement par les entités récipiendaires, etc.).","","Ce degré est retenu si une clause exclut explicitement la responsabilité d’un ou des États parties dans le cas où il y aurait une irrégularité. ","","","","L'ensemble des parties prenantes de la restitution sont redevables, c'est à dire que : a) les moniteurs et évaluateurs sont redevables (code de conduite, contrat, ...). b) un système de contrepoids est mis en place (multiples moniteurs). c) les employés / bénévoles travaillant sur la mise en place des programmes sont redevables (existence d'un code de conduite, formations, ...). c) les entités récipiendaires des fonds sont soumises à des sanctions précises et définies en cas d’irrégularités dans la mise en œuvre des projets constatées par les moniteurs (e.g. suspension du financement, remboursement de tout ou partie des fonds en cas de détournement par les entités récipiendaires, etc.).","","7. responsabilité et redevabilité ","Le degré correspond aux restitutions pour lesquelles : a) aucun mécanisme de redevabilité spécifique n’est mis en place à l’égard des moniteurs et évaluateurs. b) aucun mécanisme de redevabilité spécifique n'est mis en place pour les bénévoles / employés travaillant à la mise en place des programmes d’allocation des fonds. c) aucun mécanisme de redevabilité spécifique n’est mis en place à l’égard des entités récipiendaires des fonds."
