Restitution,Etape,Principe,Paramètre ,Degré_Retenu_P,Sources,Justification_Degré_Retenu_P,Deal-Breaker,Commentaire,source_sheet,source_file,Source,Deal-Breaker (Oui/Non),Commentaires ,Paramètre
Guinée-Équatoriale_États-Unis,E3 ,transparence (P_T) ,1. modalités d'accès à l'information ,Degré 2,"(1) Settlement between Teodoro Nguema Obiang Mangue and the Government of the United States of America, (2014). https://storage.courtlistener.com/recap/gov.uscourts.cacd.578550.46.0.pdf ; (2) United States v. One White Crystal Covered Bad Tour Glove and Other Michael Jackson Memorabilia , (District Court, C.D. California September 20, 2021). https://www.courtlistener.com/docket/4147049/united-states-v-one-white-crystal-covered-bad-tour-glove-and-other-michael/ ; (3) United States v. One Michael Jackson Signed Thriller Jacket, (District Court, C.D. California October 15, 2014). https://www.courtlistener.com/docket/4150840/united-states-v-one-michael-jackson-signed-thriller-jacket/ ; (4) PR News Wire. (2014, October 10). Vice President of Equatorial Guinea Settles Case with Justice Department. Star.worldbank.org; World Bank. https://star.worldbank.org/sites/default/files/2024-12/Obiang_Statement_Settlement_Oct_10_2014.pdf ; (5) U.S. Department of Justice. (2011, October 25). Department of Justice Seeks to Recover More Than $70.8 Million in Proceeds of Corruption. Justice.gov. https://www.justice.gov/archives/opa/pr/department-justice-seeks-recover-more-708-million-proceeds-corruption-government-minister ; (6) U.S. Department of Homeland Security. (2014, October 9). Second vice president of Equatorial Guinea agrees to relinquish more than $30 million of assets purchased with corruption proceeds. Ice.gov. https://www.ice.gov/news/releases/second-vice-president-equatorial-guinea-agrees-relinquish-more-30-million-assets","Condition b remplie : seules les informations générales sont publiées en source ouverte, mais pas dans la langue du pays (espagnol).",,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E3 ,transparence (P_T) ,2. niveau de détail de l'information ,Degré 0,"(1) Settlement between Teodoro Nguema Obiang Mangue and the Government of the United States of America, (2014). https://storage.courtlistener.com/recap/gov.uscourts.cacd.578550.46.0.pdf ; (2) United States v. One White Crystal Covered Bad Tour Glove and Other Michael Jackson Memorabilia , (District Court, C.D. California September 20, 2021). https://www.courtlistener.com/docket/4147049/united-states-v-one-white-crystal-covered-bad-tour-glove-and-other-michael/ ; (3) United States v. One Michael Jackson Signed Thriller Jacket, (District Court, C.D. California October 15, 2014). https://www.courtlistener.com/docket/4150840/united-states-v-one-michael-jackson-signed-thriller-jacket/ ; (4) PR News Wire. (2014, October 10). Vice President of Equatorial Guinea Settles Case with Justice Department. Star.worldbank.org; World Bank. https://star.worldbank.org/sites/default/files/2024-12/Obiang_Statement_Settlement_Oct_10_2014.pdf ; (5) U.S. Department of Justice. (2011, October 25). Department of Justice Seeks to Recover More Than $70.8 Million in Proceeds of Corruption. Justice.gov. https://www.justice.gov/archives/opa/pr/department-justice-seeks-recover-more-708-million-proceeds-corruption-government-minister ; (6) U.S. Department of Homeland Security. (2014, October 9). Second vice president of Equatorial Guinea agrees to relinquish more than $30 million of assets purchased with corruption proceeds. Ice.gov. https://www.ice.gov/news/releases/second-vice-president-equatorial-guinea-agrees-relinquish-more-30-million-assets","Seul le nom des entités récipiendaires est publiée, avec leur rôle “distribution de vaccins” et “aide médicale”, sans aucune précision supplémentaire. ",,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E3,transparence (P_T) ,"3. temporalité, fréquence et actualisation des informations publiées",Degré 1,"(1) Settlement between Teodoro Nguema Obiang Mangue and the Government of the United States of America, (2014). https://storage.courtlistener.com/recap/gov.uscourts.cacd.578550.46.0.pdf ; (2) United States v. One White Crystal Covered Bad Tour Glove and Other Michael Jackson Memorabilia , (District Court, C.D. California September 20, 2021). https://www.courtlistener.com/docket/4147049/united-states-v-one-white-crystal-covered-bad-tour-glove-and-other-michael/ ; (3) United States v. One Michael Jackson Signed Thriller Jacket, (District Court, C.D. California October 15, 2014). https://www.courtlistener.com/docket/4150840/united-states-v-one-michael-jackson-signed-thriller-jacket/ ; (4) PR News Wire. (2014, October 10). Vice President of Equatorial Guinea Settles Case with Justice Department. Star.worldbank.org; World Bank. https://star.worldbank.org/sites/default/files/2024-12/Obiang_Statement_Settlement_Oct_10_2014.pdf ; (5) U.S. Department of Justice. (2011, October 25). Department of Justice Seeks to Recover More Than $70.8 Million in Proceeds of Corruption. Justice.gov. https://www.justice.gov/archives/opa/pr/department-justice-seeks-recover-more-708-million-proceeds-corruption-government-minister ; (6) U.S. Department of Homeland Security. (2014, October 9). Second vice president of Equatorial Guinea agrees to relinquish more than $30 million of assets purchased with corruption proceeds. Ice.gov. https://www.ice.gov/news/releases/second-vice-president-equatorial-guinea-agrees-relinquish-more-30-million-assets","Seule l’identité des entités récipiendaires des fonds est publiée, dans les annonces de presse. ",,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E3,redevabilité (P_R),4. planification et formalisation du processus de restitution,Degré 1 ,"(1) PR News Wire. (2014, October 10). Vice President of Equatorial Guinea Settles Case with Justice Department. Star.worldbank.org; World Bank. https://star.worldbank.org/sites/default/files/2024-12/Obiang_Statement_Settlement_Oct_10_2014.pdf ; (2) U.S. Department of Justice. (2011, October 25). Department of Justice Seeks to Recover More Than $70.8 Million in Proceeds of Corruption. Justice.gov. https://www.justice.gov/archives/opa/pr/department-justice-seeks-recover-more-708-million-proceeds-corruption-government-minister ; (3) U.S. Department of Homeland Security. (2014, October 9). Second vice president of Equatorial Guinea agrees to relinquish more than $30 million of assets purchased with corruption proceeds. Ice.gov. https://www.ice.gov/news/releases/second-vice-president-equatorial-guinea-agrees-relinquish-more-30-million-assets","Le panel tripartite, composé de deux membres du gouvernement des Etats Unis, et d’un membre du gouvernement de la Guinée équatoriale, choisissent de manière totalement discrétionnaire qui reçoit les fonds. Medical Care Development International (MCDI) recevra 6,35 millions de dollars pour gérer l'achat, le stockage, la distribution et la livraison de médicaments et de matériel médical supplémentaires dans toute la Guinée équatoriale. L’ONU recevra $19.25 millions pour distribuer et administrer des vaccins contre la COVID-19 à au moins 600 000 personnes en Guinée équatoriale.",,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E3,redevabilité (P_R),5. répartition des rôles ,Degré 3,"(1) Settlement between Teodoro Nguema Obiang Mangue and the Government of the United States of America, (2014). https://storage.courtlistener.com/recap/gov.uscourts.cacd.578550.46.0.pdf ; (2) Nate Sibley. (2021, September). Transcript: Obiang’s Kleptocracy in Equatorial Guinea. In Hudson Institute. Hudson Institute. https://www.hudson.org/foreign-policy/transcript-obiang-s-kleptocracy-in-equatorial-guinea ; (3) EG Justice. (2019, May 16). Can’t Teach an Old Kleptocrat New Tricks: Time for Plan B. Egjustice.org. https://egjustice.org/content/dojvstno-asset-recovery-update","On sait qui prend les décisions et qui est en charge d’allouer les fonds, car ces rôles ont été définis dans l’accord à l’amiable (2014) (1) et l’accord des négociations (2021) (1), (2), (3). ",,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E3,redevabilité (P_R),6. responsabilité et recours ,Degré 1 ,,Aucun mécanisme de redevabilité spécifique n’est mis en place pour garantir une sélection des entités récipiendaires selon des critères objectifs. ,,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E3,inclusivité (P_I),7. capacité d'action,Degré 1 ,,Aucun mécanisme de redevabilité spécifique n’est mis en place pour garantir une sélection des entités récipiendaires selon des critères objectifs. ,,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E3,inclusivité (P_I),8. modalités de participation ,Degré 0,,Il n’y a pas de modalités de participations.,,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E3,inclusivité (P_I),9. pertinence des entités récipiendaires sélectionnées,Degré 1 ,,"L’ONU et MCDI ne sont ni locales, ni variées. Mais elles ont été sélectionnées pour mettre en oeuvre un programme médical. ",,,Etape 3,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,
Guinée-Équatoriale_États-Unis,E4,transparence (P_T) ,,Degré 0,"EG Justice. (2019, May 16). Can’t Teach an Old Kleptocrat New Tricks: Time for Plan B. Egjustice.org. https://egjustice.org/content/dojvstno-asset-recovery-update","L’absence de suivi a été souligné par les OSC, notamment le manque d’information concernant les projets concrets financés par l’argent. EG justice a même souligné un fort échec de la restitution “e gouvernement de la Guinée équatoriale semble avoir mis fin, sans justification, à une initiative de restitution en cours concernant le retour de fonds provenant d'une confiscation d'avoirs à l'encontre de M. Obiang par les États-Unis d'Amérique (USA). La fin apparemment unilatérale et abrupte de cette initiative par le gouvernement a entraîné la péremption de plus de 400 000 doses de vaccins Janssen contre la COVID-19” (1). Cependant, cet échec reste largement sous-documenté, cette allégation ne peut être vérifiée.",,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,1. modalités d'accès à l'information 
Guinée-Équatoriale_États-Unis,E4,transparence (P_T) ,,Degré 0,Conmoción Ecuatoguineana de Justicia. (2024). Guinea Ecuatorial Informe de Evaluación. CIFAR. https://cifar.eu/assets/2024-capar-assessment-eg.pdf,L’absence de suivi et d’évaluation est dénoncée dans un rapport de CIFAR (1).,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,2. niveau de détail de l'information 
Guinée-Équatoriale_États-Unis,E4,transparence (P_T) ,,Degré 0,Conmoción Ecuatoguineana de Justicia. (2024). Guinea Ecuatorial Informe de Evaluación. CIFAR. https://cifar.eu/assets/2024-capar-assessment-eg.pdf,L’absence de suivi et d’évaluation est dénoncée dans un rapport de CIFAR (1).,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,"3. temporalité, fréquence et actualisation des informations publiées"
Guinée-Équatoriale_États-Unis,E4,redevabilité (P_R),,Degré 0,Conmoción Ecuatoguineana de Justicia. (2024). Guinea Ecuatorial Informe de Evaluación. CIFAR. https://cifar.eu/assets/2024-capar-assessment-eg.pdf,L’absence de suivi et d’évaluation est dénoncée dans un rapport de CIFAR (1).,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,4. planification et formalisation du suivi et de l'évaluation interne
Guinée-Équatoriale_États-Unis,E4,redevabilité (P_R),,Degré 0,Conmoción Ecuatoguineana de Justicia. (2024). Guinea Ecuatorial Informe de Evaluación. CIFAR. https://cifar.eu/assets/2024-capar-assessment-eg.pdf,L’absence de suivi et d’évaluation est dénoncée dans un rapport de CIFAR (1).,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,5. planification et formalisation du suivi et de l’évaluation externe
Guinée-Équatoriale_États-Unis,E4,redevabilité (P_R),,Degré 0,Conmoción Ecuatoguineana de Justicia. (2024). Guinea Ecuatorial Informe de Evaluación. CIFAR. https://cifar.eu/assets/2024-capar-assessment-eg.pdf,Aucun suivi ni évaluation n’est mis en oeuvre. ,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,6. répartition des rôles 
Guinée-Équatoriale_États-Unis,E4,redevabilité (P_R),,Degré 1,"U.S. Department of Justice. (2021, September 20). $26.6 Million In Allegedly Illicit Proceeds to Be Used To Fight COVID-19 and Address Medical Needs in Equatorial Guinea. Justice.gov. https://www.justice.gov/archives/opa/pr/266-million-allegedly-illicit-proceeds-be-used-fight-covid-19-and-address-medical-needs","L’existence de contrats de donateurs est mentionnée par une annonce de presse du DoJ (1). Cependant, il ne sont pas disponibles sur internet.",,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,7. responsabilité et redevabilité 
Guinée-Équatoriale_États-Unis,E4,redevabilité (P_R),,Degré 1,,Aucune information ne permet d’établir qu’il y a eu des recours qui auraient été pris en considération.,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,8. responsabilité et recours 
Guinée-Équatoriale_États-Unis,E4,inclusivité (P_I),,Degré 0,Conmoción Ecuatoguineana de Justicia. (2024). Guinea Ecuatorial Informe de Evaluación. CIFAR. https://cifar.eu/assets/2024-capar-assessment-eg.pdf,L’absence de suivi et d’évaluation est dénoncée dans un rapport de CIFAR (1).,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,9. capacité d'action
Guinée-Équatoriale_États-Unis,E4,inclusivité (P_I),,Degré 0,Conmoción Ecuatoguineana de Justicia. (2024). Guinea Ecuatorial Informe de Evaluación. CIFAR. https://cifar.eu/assets/2024-capar-assessment-eg.pdf,L’absence de suivi et d’évaluation est dénoncée dans un rapport de CIFAR (1).,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,10. modalités de participation 
Guinée-Équatoriale_États-Unis,E4,inclusivité (P_I),,Degré 0,Conmoción Ecuatoguineana de Justicia. (2024). Guinea Ecuatorial Informe de Evaluación. CIFAR. https://cifar.eu/assets/2024-capar-assessment-eg.pdf,L’absence de suivi et d’évaluation est dénoncée dans un rapport de CIFAR (1). La société civile n’avait donc pas possibilité de se porter candidate pour le suivi et l’évaluation de la restitution. ,,,Etape 4,SANS déf_EG-USA_codificaation (V3 C) copy.xlsx,,,,11. critères de sélection 
